collision_index,collision_year,collision_ref_no,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_imd_decile,lsoa_of_casualty,enhanced_casualty_severity,casualty_injury_based,casualty_adjusted_severity_serious,casualty_adjusted_severity_slight,casualty_distance_banding
2024131453448,2024,131453448,1,2,2,2,35,6,2,0,0,1,0,0,9,4,E01011447,7,1,1.0,0.0,1
2024131529520,2024,131529520,1,1,3,2,52,8,2,10,9,0,0,-1,0,7,E01010977,7,1,1.0,0.0,1
2024131451056,2024,131451056,1,2,1,1,18,4,3,0,0,0,0,0,9,1,E01011901,3,1,0.0,1.0,3
2024131463073,2024,131463073,1,1,3,2,80,11,2,6,9,0,0,-1,0,4,E01011545,7,1,1.0,0.0,1
2024131492402,2024,131492402,1,1,3,2,14,3,3,5,1,0,0,-1,0,2,E01011167,3,1,0.0,1.0,1
2024131413719,2024,131413719,2,1,1,1,39,7,3,0,0,0,0,0,9,1,E01011312,3,1,0.0,1.0,1
2024131463570,2024,131463570,1,1,1,1,60,9,3,0,0,0,0,0,9,2,E01011313,3,1,0.0,1.0,4
2024131458486,2024,131458486,2,1,1,1,52,8,3,0,0,0,0,0,1,-1,-1,3,1,0.0,1.0,-1
2024131418255,2024,131418255,1,2,2,1,22,5,2,0,0,2,0,0,9,3,E01010669,7,1,1.0,0.0,1
2024131514990,2024,131514990,2,3,2,2,13,3,3,0,0,1,0,0,9,10,E01010771,3,1,0.0,1.0,1
2024131450265,2024,131450265,1,1,1,1,23,5,2,0,0,0,0,0,9,4,E01010853,6,1,1.0,0.0,1
2024131474072,2024,131474072,1,1,1,1,47,8,3,0,0,0,0,0,9,7,E01032024,3,1,0.0,1.0,5
2024131412977,2024,131412977,1,2,1,2,56,9,3,0,0,0,0,0,9,1,E01011721,3,1,0.0,1.0,1
2024131475620,2024,131475620,2,1,2,1,19,4,2,0,0,1,0,0,9,1,E01011003,7,1,1.0,0.0,1
2024131496008,2024,131496008,1,1,1,2,54,8,3,0,0,0,0,0,9,2,E01011918,3,1,0.0,1.0,1
2024131532683,2024,131532683,1,1,3,2,28,6,3,5,3,0,0,-1,0,2,E01011128,3,1,0.0,1.0,1
2024131466351,2024,131466351,1,1,3,1,58,9,3,6,9,0,0,-1,0,5,E01011124,3,1,0.0,1.0,1
2024131468911,2024,131468911,1,1,3,1,30,6,3,10,9,0,0,-1,0,8,E01011297,3,1,0.0,1.0,1
2024131445156,2024,131445156,1,1,3,1,76,11,2,6,9,0,0,-1,0,5,E01011820,5,1,1.0,0.0,1
2024131412430,2024,131412430,2,1,1,2,40,7,3,0,0,0,0,0,9,1,E01011430,3,1,0.0,1.0,1
2024131436252,2024,131436252,3,2,1,1,28,6,3,0,0,0,0,0,9,1,E01010606,3,1,0.0,1.0,2
2024131521814,2024,131521814,2,4,2,2,21,5,3,0,0,2,0,0,9,5,E01011392,3,1,0.0,1.0,3
2024131408659,2024,131408659,1,1,1,1,60,9,3,0,0,0,0,0,1,8,E01011310,3,1,0.0,1.0,1
2024131453623,2024,131453623,1,1,1,2,30,6,3,0,0,0,0,0,9,1,E01010713,3,1,0.0,1.0,2
2024131443310,2024,131443310,2,1,1,1,51,8,3,0,0,0,0,0,9,7,E01011645,3,1,0.0,1.0,3
2024131428770,2024,131428770,1,1,1,1,24,5,2,0,0,0,0,0,9,9,E01011715,7,1,1.0,0.0,1
2024131522216,2024,131522216,1,1,3,2,32,6,3,8,1,0,0,-1,0,4,E01011044,3,1,0.0,1.0,1
2024131445775,2024,131445775,1,1,3,2,9,2,3,5,1,0,0,-1,0,1,E01011863,3,1,0.0,1.0,1
2024131431879,2024,131431879,2,1,1,1,21,5,3,0,0,0,0,0,9,9,E01010589,3,1,0.0,1.0,1
2024131470250,2024,131470250,1,1,1,2,39,7,3,0,0,0,0,0,9,6,E01010639,3,1,0.0,1.0,3
2024131449156,2024,131449156,3,3,1,1,39,7,3,0,0,0,0,0,9,5,E01010651,3,1,0.0,1.0,1
2024131435724,2024,131435724,1,3,2,2,20,4,3,0,0,2,0,0,9,1,E01011368,3,1,0.0,1.0,1
2024131562687,2024,131562687,2,1,1,2,40,7,3,0,0,0,0,0,9,1,E01011101,3,1,0.0,1.0,3
2024131492136,2024,131492136,1,1,3,2,11,3,3,6,9,0,0,-1,0,3,E01010984,3,1,0.0,1.0,1
2024131404200,2024,131404200,1,1,1,2,52,8,3,0,0,0,0,0,9,2,E01010804,3,1,0.0,1.0,1
2024131508243,2024,131508243,1,1,2,2,21,5,3,0,0,2,0,0,9,5,E01033010,3,1,0.0,1.0,1
2024131457321,2024,131457321,1,1,2,1,5,1,3,0,0,0,0,0,3,5,E01011819,3,1,0.0,1.0,1
2024131517830,2024,131517830,1,1,3,1,84,11,2,1,1,0,0,-1,0,8,E01010863,7,1,1.0,0.0,3
2024131438667,2024,131438667,2,1,1,1,30,6,3,0,0,0,0,0,1,3,E01011488,3,1,0.0,1.0,1
2024131406226,2024,131406226,2,1,1,1,35,6,3,0,0,0,0,0,9,7,E01011635,3,1,0.0,1.0,1
2024131426026,2024,131426026,2,2,1,1,40,7,3,0,0,0,0,0,8,1,E01010996,3,1,0.0,1.0,3
2024131484651,2024,131484651,2,1,1,1,11,3,3,0,0,0,0,0,1,2,E01011805,3,1,0.0,1.0,1
2024131462785,2024,131462785,2,2,2,2,21,5,3,0,0,1,0,0,9,4,E01011834,3,1,0.0,1.0,1
2024131489250,2024,131489250,1,1,3,2,11,3,2,1,3,0,0,-1,0,1,E01011472,7,1,1.0,0.0,1
2024131422272,2024,131422272,1,1,1,1,59,9,2,0,0,0,0,0,9,1,E01011025,7,1,1.0,0.0,1
2024131488480,2024,131488480,2,1,1,1,24,5,3,0,0,0,0,0,9,10,E01011213,3,1,0.0,1.0,1
2024131427506,2024,131427506,2,1,1,2,39,7,3,0,0,0,0,0,9,5,E01011063,3,1,0.0,1.0,1
2024131484385,2024,131484385,1,1,2,2,70,10,3,0,0,1,0,0,9,-1,-1,3,1,0.0,1.0,-1
2024131554460,2024,131554460,1,1,1,1,35,6,3,0,0,0,0,0,9,1,E01011080,3,1,0.0,1.0,2
2024131485879,2024,131485879,2,3,2,2,49,8,3,0,0,1,0,0,9,4,E01010656,3,1,0.0,1.0,1
2024131470365,2024,131470365,2,2,1,2,22,5,3,0,0,0,0,0,9,1,E01010620,3,1,0.0,1.0,2
2024131394450,2024,131394450,2,2,1,1,56,9,3,0,0,0,0,0,9,3,E01010761,3,1,0.0,1.0,2
2024131496451,2024,131496451,1,1,1,1,45,7,3,0,0,0,0,0,9,4,E01005217,3,1,0.0,1.0,4
2024131516833,2024,131516833,2,1,2,2,21,5,3,0,0,1,0,0,9,10,E01011411,3,1,0.0,1.0,1
2024131493838,2024,131493838,1,2,2,1,39,7,2,0,0,1,0,0,9,7,E01011849,7,1,1.0,0.0,2
2024131404491,2024,131404491,1,1,1,1,54,8,3,0,0,0,0,0,9,4,E01025605,3,1,0.0,1.0,4
2024131438028,2024,131438028,2,1,1,1,30,6,3,0,0,0,0,0,1,1,E01011354,3,1,0.0,1.0,1
2024131495775,2024,131495775,2,1,1,1,33,6,3,0,0,0,0,0,9,7,E01011561,3,1,0.0,1.0,3
2024131505063,2024,131505063,1,1,3,1,21,5,2,5,1,0,0,-1,0,3,E01011822,7,1,1.0,0.0,1
2024131511739,2024,131511739,2,1,2,2,11,3,3,0,0,0,0,0,9,6,E01010592,3,1,0.0,1.0,2
2024131477377,2024,131477377,2,2,1,1,34,6,3,0,0,0,0,0,9,2,E01004929,3,1,0.0,1.0,4
2024131416214,2024,131416214,2,1,1,2,46,8,3,0,0,0,0,0,9,1,E01011101,3,1,0.0,1.0,1
2024131435715,2024,131435715,1,1,3,1,4,1,3,10,8,0,0,-1,0,1,E01011476,3,1,0.0,1.0,1
2024131418929,2024,131418929,2,1,1,2,21,5,2,0,0,0,0,0,9,5,E01021100,7,1,1.0,0.0,5
2024131531796,2024,131531796,1,1,1,1,24,5,3,0,0,0,0,0,2,-1,-1,3,1,0.0,1.0,-1
2024131411783,2024,131411783,2,1,2,1,47,8,3,0,0,0,0,0,9,1,E01011373,3,1,0.0,1.0,1
2024131495476,2024,131495476,1,1,3,1,23,5,3,8,1,0,0,-1,0,1,E01011032,3,1,0.0,1.0,1
2024131444822,2024,131444822,2,1,1,1,17,4,3,0,0,0,0,0,1,6,E01011885,3,1,0.0,1.0,1
2024131440896,2024,131440896,1,1,1,1,42,7,3,0,0,0,0,0,9,1,E01010606,3,1,0.0,1.0,1
2024131458139,2024,131458139,1,1,3,2,2,1,2,5,2,0,0,-1,0,1,E01011422,7,1,1.0,0.0,1
2024131454995,2024,131454995,1,1,1,1,48,8,3,0,0,0,0,0,9,2,E01010929,3,1,0.0,1.0,3
2024131508214,2024,131508214,2,1,1,1,52,8,3,0,0,0,0,0,9,1,E01033693,3,1,0.0,1.0,1
2024131402835,2024,131402835,2,1,1,1,21,5,2,0,0,0,0,0,1,4,E01011462,7,1,1.0,0.0,1
2024131507012,2024,131507012,2,2,2,2,19,4,3,0,0,2,0,0,9,5,E01011733,3,1,0.0,1.0,1
2024131422140,2024,131422140,1,1,1,1,18,4,3,0,0,0,0,0,3,7,E01034266,3,1,0.0,1.0,1
2024131487639,2024,131487639,2,1,1,2,56,9,3,0,0,0,0,0,9,4,E01010678,3,1,0.0,1.0,1
2024131496681,2024,131496681,1,1,2,1,59,9,3,0,0,1,0,0,9,6,E01011885,3,1,0.0,1.0,3
2024131520053,2024,131520053,2,1,1,1,44,7,3,0,0,0,0,0,9,6,E01027915,3,1,0.0,1.0,3
2024131416115,2024,131416115,1,1,1,2,24,5,3,0,0,0,0,0,9,5,E01033008,3,1,0.0,1.0,4
2024131397611,2024,131397611,2,1,1,1,44,7,3,0,0,0,0,0,21,1,E01005086,3,1,0.0,1.0,4
2024131491446,2024,131491446,2,1,2,2,70,10,3,0,0,1,0,0,9,7,E01011329,3,1,0.0,1.0,2
2024131448095,2024,131448095,1,1,1,1,63,9,2,0,0,0,0,0,5,1,E01011899,7,1,1.0,0.0,1
2024131424741,2024,131424741,1,1,3,2,81,11,1,8,1,0,0,-1,0,3,E01010704,1,1,0.0,0.0,1
2024131480263,2024,131480263,3,1,1,1,39,7,3,0,0,0,0,0,9,6,E01011451,3,1,0.0,1.0,1
2024131478598,2024,131478598,1,1,1,1,49,8,3,0,0,0,0,0,9,2,E01011815,3,1,0.0,1.0,1
2024131411119,2024,131411119,1,1,1,2,23,5,2,0,0,0,0,0,9,4,E01011705,7,1,1.0,0.0,1
2024131434955,2024,131434955,2,1,1,1,49,8,2,0,0,0,0,0,9,2,E01011926,6,1,1.0,0.0,1
2024131423270,2024,131423270,2,2,1,1,53,8,2,0,0,0,0,0,9,1,E01010610,7,1,1.0,0.0,1
2024131525221,2024,131525221,1,2,2,1,32,6,2,0,0,0,0,0,90,1,E01011348,7,1,1.0,0.0,2
2024131457223,2024,131457223,2,2,2,1,56,9,2,0,0,0,0,0,19,2,E01011236,5,1,1.0,0.0,1
2024131421414,2024,131421414,2,1,1,1,59,9,3,0,0,0,0,0,9,2,E01011927,3,1,0.0,1.0,1
2024131449819,2024,131449819,2,1,1,1,19,4,3,0,0,0,0,0,1,1,E01011735,3,1,0.0,1.0,1
2024131492905,2024,131492905,2,1,1,2,49,8,3,0,0,0,0,0,9,4,E01010795,3,1,0.0,1.0,1
2024131458191,2024,131458191,1,2,2,1,6,2,3,0,0,1,0,0,9,1,E01010874,3,1,0.0,1.0,1
2024131505653,2024,131505653,2,1,1,1,19,4,3,0,0,0,0,0,90,5,E01011275,3,1,0.0,1.0,3
2024131426763,2024,131426763,1,2,1,1,22,5,3,0,0,0,0,0,9,3,E01011033,3,1,0.0,1.0,1
2024131444008,2024,131444008,2,1,1,1,32,6,3,0,0,0,0,0,9,2,E01011002,3,1,0.0,1.0,3
2024131458940,2024,131458940,1,1,1,1,22,5,3,0,0,0,0,0,9,1,E01010966,3,1,0.0,1.0,1
2024131413562,2024,131413562,2,1,2,2,83,11,2,0,0,1,0,0,9,3,E01011048,6,1,1.0,0.0,1
2024131501428,2024,131501428,2,1,1,1,22,5,3,0,0,0,0,0,3,4,E01011463,3,1,0.0,1.0,1
2024131491493,2024,131491493,1,3,2,2,18,4,2,0,0,2,0,0,9,2,E01011927,7,1,1.0,0.0,1
2024131461438,2024,131461438,2,1,1,1,54,8,3,0,0,0,0,0,9,2,E01011230,3,1,0.0,1.0,1
2024131495923,2024,131495923,1,1,2,1,33,6,3,0,0,1,0,0,9,2,E01010815,3,1,0.0,1.0,2
2024131398211,2024,131398211,2,2,2,2,58,9,3,0,0,1,0,0,9,2,E01024890,3,1,0.0,1.0,4
2024131399225,2024,131399225,2,1,2,2,59,9,3,0,0,1,0,0,9,10,E01011654,3,1,0.0,1.0,3
2024131413003,2024,131413003,2,1,1,2,28,6,3,0,0,0,0,0,9,1,E01010676,3,1,0.0,1.0,1
2024131442915,2024,131442915,1,2,2,2,18,4,3,0,0,1,0,0,9,1,E01011130,3,1,0.0,1.0,1
2024131419130,2024,131419130,1,1,1,2,25,5,2,0,0,0,0,0,9,2,E01010894,6,1,1.0,0.0,2
2024131499711,2024,131499711,1,1,1,1,76,11,3,0,0,0,0,0,9,8,E01010861,3,1,0.0,1.0,2
2024131508480,2024,131508480,1,1,1,1,21,5,3,0,0,0,0,0,9,1,E01011433,3,1,0.0,1.0,1
2024131448653,2024,131448653,1,1,3,2,17,4,3,1,9,0,0,-1,0,4,E01025370,3,1,0.0,1.0,2
2024131413696,2024,131413696,2,2,2,2,68,10,3,0,0,0,0,0,10,3,E01011612,3,1,0.0,1.0,1
2024131458818,2024,131458818,1,1,3,2,61,9,2,6,9,0,0,-1,0,7,E01011755,7,1,1.0,0.0,1
2024131533421,2024,131533421,1,1,3,1,25,5,3,1,1,0,0,-1,0,2,E01032923,3,1,0.0,1.0,1
2024131394857,2024,131394857,1,1,1,1,80,11,3,0,0,0,0,0,9,6,E01027923,3,1,0.0,1.0,2
2024131506677,2024,131506677,1,1,1,1,27,6,3,0,0,0,0,0,9,3,E01010810,3,1,0.0,1.0,3
2024131518418,2024,131518418,1,1,1,1,23,5,3,0,0,0,0,0,9,3,E01011257,3,1,0.0,1.0,3
2024131514930,2024,131514930,1,1,1,1,67,10,2,0,0,0,0,0,1,7,E01011299,5,1,1.0,0.0,1
2024131433886,2024,131433886,2,1,1,2,40,7,3,0,0,0,0,0,16,4,E01010750,3,1,0.0,1.0,2
2024131507221,2024,131507221,1,2,2,1,25,5,3,0,0,0,0,0,9,2,E01011126,3,1,0.0,1.0,2
2024131426975,2024,131426975,1,1,1,1,36,7,3,0,0,0,0,0,19,7,E01010672,3,1,0.0,1.0,1
2024131525658,2024,131525658,1,1,3,1,11,3,3,5,1,0,0,-1,0,1,E01010924,3,1,0.0,1.0,1
2024131491677,2024,131491677,1,1,1,2,20,4,3,0,0,0,0,0,9,3,E01010761,3,1,0.0,1.0,1
2024131415179,2024,131415179,1,1,3,1,12,3,2,5,4,0,0,-1,0,1,E01010830,7,1,1.0,0.0,1
2024131421731,2024,131421731,2,1,1,2,24,5,3,0,0,0,0,0,9,3,E01011023,3,1,0.0,1.0,1
2024131436531,2024,131436531,3,1,1,1,30,6,3,0,0,0,0,0,9,3,E01011908,3,1,0.0,1.0,2
2024131455179,2024,131455179,2,1,1,1,54,8,3,0,0,0,0,0,9,2,E01011128,3,1,0.0,1.0,3
2024131510085,2024,131510085,1,1,3,1,48,8,2,5,1,0,0,-1,0,2,E01010815,7,1,1.0,0.0,1
2024131528825,2024,131528825,1,1,1,2,71,10,3,0,0,0,0,0,9,1,E01010722,3,1,0.0,1.0,1
2024131481251,2024,131481251,2,1,1,1,28,6,2,0,0,0,0,0,1,8,E01011405,7,1,1.0,0.0,2
2024131530194,2024,131530194,2,1,2,2,67,10,2,0,0,1,0,0,9,10,E01034984,6,1,1.0,0.0,3
2024131399692,2024,131399692,1,1,1,2,34,6,3,0,0,0,0,0,9,1,E01010606,3,1,0.0,1.0,1
2024131439616,2024,131439616,1,1,1,1,74,10,3,0,0,0,0,0,9,5,E01011731,3,1,0.0,1.0,2
2024131458908,2024,131458908,2,1,1,1,22,5,2,0,0,0,0,0,1,3,E01011908,7,1,1.0,0.0,1
2024131499924,2024,131499924,1,1,1,1,15,3,3,0,0,0,0,0,1,1,E01011337,3,1,0.0,1.0,1
2024131530833,2024,131530833,1,1,1,1,87,11,2,0,0,0,0,0,9,5,E01010604,6,1,1.0,0.0,1
2024131483725,2024,131483725,2,1,1,1,36,7,3,0,0,0,0,0,3,5,E01011757,3,1,0.0,1.0,1
2024131458571,2024,131458571,2,4,2,2,36,7,2,0,0,0,0,0,20,3,E01007488,6,1,1.0,0.0,4
2024131406795,2024,131406795,1,1,3,1,15,3,3,8,7,0,0,-1,0,1,E01011284,3,1,0.0,1.0,1
2024131496714,2024,131496714,2,1,1,1,44,7,3,0,0,0,0,0,9,6,E01006038,3,1,0.0,1.0,4
2024131461671,2024,131461671,1,1,3,2,26,6,3,6,9,0,0,-1,0,8,E01011187,3,1,0.0,1.0,1
2024131417866,2024,131417866,1,1,1,1,82,11,2,0,0,0,0,0,9,4,E01011839,6,1,1.0,0.0,1
2024131394330,2024,131394330,1,1,1,2,31,6,3,0,0,0,0,0,9,3,E01007541,3,1,0.0,1.0,4
2024131462198,2024,131462198,1,1,3,2,56,9,3,8,8,0,0,-1,0,7,E01011603,3,1,0.0,1.0,1
2024131467639,2024,131467639,1,1,1,2,26,6,3,0,0,0,0,0,9,7,E01011329,3,1,0.0,1.0,1
2024131516079,2024,131516079,1,1,1,1,39,7,3,0,0,0,0,0,9,1,E01010800,3,1,0.0,1.0,1
2024131408659,2024,131408659,1,2,3,2,73,10,2,9,8,0,0,-1,0,8,E01011310,6,1,1.0,0.0,1
2024131464400,2024,131464400,2,3,2,1,31,6,3,0,0,2,0,0,9,7,E01027728,3,1,0.0,1.0,4
2024131445236,2024,131445236,1,1,3,1,44,7,2,4,4,0,0,-1,0,2,E01011912,7,1,1.0,0.0,1
2024131495926,2024,131495926,2,1,1,2,29,6,3,0,0,0,0,0,9,6,E01035050,3,1,0.0,1.0,1
2024131488263,2024,131488263,5,2,2,2,28,6,2,0,0,2,0,0,9,3,E01011257,7,1,1.0,0.0,1
2024131455380,2024,131455380,2,1,1,1,40,7,2,0,0,0,0,0,1,5,E01005520,7,1,1.0,0.0,1
2024131405029,2024,131405029,1,1,3,1,21,5,2,6,7,0,0,-1,0,10,E01011709,7,1,1.0,0.0,3
2024131462368,2024,131462368,1,1,3,1,56,9,3,5,9,0,0,-1,0,1,E01010631,3,1,0.0,1.0,1
2024131426961,2024,131426961,1,1,2,2,82,11,3,0,0,1,0,0,9,1,E01011003,3,1,0.0,1.0,1
2024131428995,2024,131428995,3,2,2,2,10,2,3,0,0,2,0,0,9,5,E01011388,3,1,0.0,1.0,1
2024131397433,2024,131397433,2,1,1,1,31,6,3,0,0,0,0,0,1,2,E01011281,3,1,0.0,1.0,1
2024131416327,2024,131416327,1,1,2,1,0,1,3,0,0,1,0,0,9,-1,-1,3,1,0.0,1.0,-1
2024131456703,2024,131456703,2,1,2,2,0,1,2,0,0,0,4,0,11,2,E01011236,7,1,1.0,0.0,1
2024131502850,2024,131502850,2,1,1,2,47,8,3,0,0,0,0,0,9,8,E01011857,3,1,0.0,1.0,4
2024131423668,2024,131423668,2,1,1,1,39,7,3,0,0,0,0,0,1,6,E01011451,3,1,0.0,1.0,1
2024131445335,2024,131445335,1,1,3,1,3,1,3,1,1,0,0,-1,0,1,E01011626,3,1,0.0,1.0,1
2024131452273,2024,131452273,2,1,1,2,48,8,3,0,0,0,0,0,9,7,E01010672,3,1,0.0,1.0,1
2024131529920,2024,131529920,2,2,1,1,22,5,3,0,0,0,0,0,9,1,E01011316,3,1,0.0,1.0,1
2024131485170,2024,131485170,1,3,2,2,55,8,3,0,0,2,0,0,9,-1,-1,3,1,0.0,1.0,-1
2024131462742,2024,131462742,2,1,1,1,22,5,2,0,0,0,0,0,9,6,E01011517,7,1,1.0,0.0,3
2024131530143,2024,131530143,1,2,2,2,30,6,2,0,0,1,0,0,9,4,E01011898,6,1,1.0,0.0,1
2024131401360,2024,131401360,1,1,3,1,8,2,3,5,3,0,0,-1,0,4,E01011834,3,1,0.0,1.0,1
2024131461735,2024,131461735,1,3,2,1,17,4,3,0,0,1,0,0,9,2,E01011123,3,1,0.0,1.0,1
2024131408597,2024,131408597,2,2,2,1,64,9,3,0,0,1,0,0,9,1,E01011510,3,1,0.0,1.0,1
2024131535293,2024,131535293,1,1,3,2,53,8,3,4,1,0,0,-1,0,6,E01010786,3,1,0.0,1.0,2
2024131450999,2024,131450999,1,1,2,2,7,2,3,0,0,1,0,0,9,3,E01010597,3,1,0.0,1.0,3
2024131399710,2024,131399710,2,2,1,1,47,8,2,0,0,0,0,0,9,6,E01011505,6,1,1.0,0.0,1
2024131489837,2024,131489837,2,3,1,1,25,5,3,0,0,0,0,0,9,4,E01011263,3,1,0.0,1.0,2
2024131522992,2024,131522992,1,1,1,1,37,7,2,0,0,0,0,0,9,1,E01010814,7,1,1.0,0.0,1
2024131560300,2024,131560300,2,1,1,1,39,7,3,0,0,0,0,0,1,3,E01011783,3,1,0.0,1.0,1
2024131525197,2024,131525197,2,1,1,1,55,8,3,0,0,0,0,0,1,1,E01011312,3,1,0.0,1.0,1
2024131412828,2024,131412828,1,1,1,1,47,8,3,0,0,0,0,0,9,5,E01005269,3,1,0.0,1.0,4
2024131438056,2024,131438056,3,1,1,1,56,9,3,0,0,0,0,0,9,6,E01010786,3,1,0.0,1.0,1
2024131533123,2024,131533123,1,2,1,1,19,4,3,0,0,0,0,0,9,-1,-1,3,1,0.0,1.0,-1
2024131400811,2024,131400811,1,1,3,1,24,5,2,8,3,0,0,-1,0,1,E01011144,7,1,1.0,0.0,1
2024131527363,2024,131527363,2,3,2,2,80,11,3,0,0,0,0,0,9,8,E01011628,3,1,0.0,1.0,1
2024131450642,2024,131450642,2,1,2,2,81,11,3,0,0,0,3,0,11,5,E01011202,3,1,0.0,1.0,1
2024131489957,2024,131489957,1,1,3,1,61,9,3,6,9,0,0,-1,0,1,E01010960,3,1,0.0,1.0,1
2024131439347,2024,131439347,1,1,1,2,34,6,2,0,0,0,0,0,5,3,E01010919,5,1,1.0,0.0,2
2024131417490,2024,131417490,1,1,1,1,67,10,3,0,0,0,0,0,9,1,E01011163,3,1,0.0,1.0,1
2024131438992,2024,131438992,2,2,2,2,71,10,3,0,0,1,0,0,9,9,E01011397,3,1,0.0,1.0,3
2024131416347,2024,131416347,1,1,3,1,36,7,2,5,4,0,0,-1,0,1,E01011917,7,1,1.0,0.0,1
2024131491046,2024,131491046,2,2,2,2,52,8,3,0,0,1,0,0,9,8,E01011800,3,1,0.0,1.0,1
2024131405372,2024,131405372,2,2,1,2,24,5,3,0,0,0,0,0,9,5,E01011063,3,1,0.0,1.0,1
2024131457540,2024,131457540,2,1,1,1,14,3,3,0,0,0,0,0,1,1,E01010722,3,1,0.0,1.0,1
2024131456930,2024,131456930,1,2,2,2,17,4,2,0,0,2,0,0,9,2,E01033898,7,1,1.0,0.0,3
2024131495864,2024,131495864,1,1,3,2,11,3,2,5,1,0,0,-1,0,2,E01011918,7,1,1.0,0.0,1
2024131475540,2024,131475540,1,1,3,1,41,7,3,5,1,0,0,-1,0,1,E01011094,3,1,0.0,1.0,4
2024131495211,2024,131495211,2,1,1,1,38,7,3,0,0,0,0,0,1,2,E01011724,3,1,0.0,1.0,1
2024131416267,2024,131416267,1,1,3,1,10,2,3,10,1,0,0,-1,0,2,E01011295,3,1,0.0,1.0,1
2024131458478,2024,131458478,2,1,1,1,51,8,2,0,0,0,0,0,1,3,E01011064,7,1,1.0,0.0,2
2024131502214,2024,131502214,1,1,3,2,12,3,3,4,3,0,0,-1,0,3,E01010671,3,1,0.0,1.0,1
2024131503621,2024,131503621,1,5,2,2,44,7,3,0,0,0,4,0,11,1,E01010679,3,1,0.0,1.0,1
2024131394055,2024,131394055,1,3,2,1,25,5,3,0,0,1,0,0,9,3,E01011307,3,1,0.0,1.0,1
2024131451333,2024,131451333,1,3,2,1,21,5,3,0,0,1,0,0,9,3,E01010914,3,1,0.0,1.0,3
2024131507012,2024,131507012,2,3,2,1,7,2,2,0,0,2,0,0,9,5,E01011733,7,1,1.0,0.0,1
2024131515276,2024,131515276,2,1,2,2,32,6,3,0,0,1,0,0,9,5,E01019791,3,1,0.0,1.0,4
2024131503024,2024,131503024,2,1,1,1,45,7,2,0,0,0,0,0,5,2,E01010869,7,1,1.0,0.0,1
2024131433265,2024,131433265,2,1,1,1,46,8,3,0,0,0,0,0,1,7,E01011050,3,1,0.0,1.0,1
2024131458472,2024,131458472,1,1,1,1,29,6,1,0,0,0,0,0,97,2,E01011852,1,1,0.0,0.0,2
2024131467270,2024,131467270,1,1,2,1,4,1,3,0,0,2,0,0,9,5,E01035047,3,1,0.0,1.0,1
2024131508651,2024,131508651,1,1,1,2,37,7,3,0,0,0,0,0,9,7,E01010590,3,1,0.0,1.0,1
2024131449067,2024,131449067,1,1,1,1,55,8,3,0,0,0,0,0,9,2,E01010799,3,1,0.0,1.0,1
2024131514322,2024,131514322,1,1,1,1,41,7,2,0,0,0,0,0,9,3,E01006114,7,1,1.0,0.0,4
2024131519576,2024,131519576,2,2,2,2,27,6,3,0,0,1,0,0,9,1,E01010821,3,1,0.0,1.0,1
2024131523700,2024,131523700,2,3,2,2,40,7,3,0,0,2,0,0,9,2,E01011014,3,1,0.0,1.0,1
2024131530194,2024,131530194,1,4,2,1,9,2,3,0,0,2,0,0,9,8,E01011297,3,1,0.0,1.0,1
2024131455821,2024,131455821,1,1,1,1,37,7,3,0,0,0,0,0,9,1,E01011344,3,1,0.0,1.0,1
2024131459696,2024,131459696,2,1,1,2,55,8,3,0,0,0,0,0,1,9,E01011905,3,1,0.0,1.0,3
2024131426497,2024,131426497,1,2,2,1,6,2,2,0,0,0,0,0,90,1,E01011803,6,1,1.0,0.0,1
2024131424347,2024,131424347,1,1,1,2,62,9,3,0,0,0,0,0,9,9,E01010681,3,1,0.0,1.0,1
2024131462081,2024,131462081,2,1,1,2,23,5,3,0,0,0,0,0,9,5,E01011465,3,1,0.0,1.0,1
2024131526582,2024,131526582,1,2,3,1,8,2,3,1,3,0,0,-1,0,1,E01011623,3,1,0.0,1.0,1
2024131408196,2024,131408196,1,1,1,2,20,4,3,0,0,0,0,0,9,2,E01010728,3,1,0.0,1.0,1
2024131398054,2024,131398054,1,1,1,1,23,5,3,0,0,0,0,0,9,7,E01011512,3,1,0.0,1.0,1
2024131419518,2024,131419518,1,1,1,2,28,6,3,0,0,0,0,0,9,6,E01010909,3,1,0.0,1.0,2
2024131393751,2024,131393751,2,1,2,2,34,6,3,0,0,2,0,0,9,1,E01010845,3,1,0.0,1.0,1
2024131497806,2024,131497806,1,1,1,2,43,7,3,0,0,0,0,0,9,2,E01011813,3,1,0.0,1.0,1
2024131508134,2024,131508134,2,1,1,2,57,9,3,0,0,0,0,0,9,8,E01011203,3,1,0.0,1.0,1
2024131496636,2024,131496636,1,1,3,2,19,4,3,10,3,0,0,-1,0,3,E01035043,3,1,0.0,1.0,1
2024131409096,2024,131409096,1,1,1,1,43,7,3,0,0,0,0,0,9,5,E01010604,3,1,0.0,1.0,1
2024131480634,2024,131480634,1,5,2,1,27,6,2,0,0,1,0,0,9,5,E01010651,7,1,1.0,0.0,1
2024131485465,2024,131485465,1,1,2,1,22,5,3,0,0,1,0,0,9,2,E01011121,3,1,0.0,1.0,1
